3 52 4450

3 53 11541

3 54 54030

3 55 37160

3 56 18035

3 57 15339

3 58 11569

3 59 9009

3 60 23508

3 61 6419

3 62 4138

3 63 26156

3 64 10661

3 65 30641

3 66 41410

3 67 13263

3 68 7571

3 69 30299

3 70 1053

3 71 16701

3 72 1726

3 73 43902

3 74 763

3 75 15250

3 76 76000

3 77 18496

3 78 47392

3 79 17035

3 80 22341

3 81 16683

3 82 33185

3 83 3989

3 84 79862

3 85 26210

3 86 31654

3 87 6680

3 88 11681

3 89 31929

3 90 18868

3 91 32798

3 92 58609

3 93 20781

3 94 18707

3 95 18533

3 96 1156

3 97 22366

3 98 20941

3 99 2232

4 0 46792

4 1 41616

4 2 42038

4 3 26653

4 4 19295

4 5 99008

4 6 6342

4 7 1255

4 8 32125

4 9 21554

4 10 8127

4 11 53886

4 12 29997

4 13 8709

4 14 9952

4 15 6564

4 16 17576

4 17 137

4 18 3830

4 19 36432

4 20 46057

4 21 26068

4 22 1149

4 23 2969

4 24 56150

4 25 51420

4 26 5768

4 27 31543

4 28 5986

4 29 28070

4 30 1457

4 31 5769

4 32 15533

4 33 14182

4 34 2816

4 35 27852

4 36 14187

4 37 8819

4 38 70239

4 39 9507

4 40 1632

4 41 4673

4 42 1112

4 43 1967

4 44 27636

4 45 4551

4 46 12614

4 47 48938

4 48 9443

4 49 18293

4 50 3670

4 51 11865

4 52 27368

4 53 2409

4 54 22393

4 55 5825

4 56 2035

4 57 1607

4 58 24418

4 59 45855

4 60 16607

4 61 7010

4 62 21707

4 63 9907

4 64 45321

4 65 9030

4 66 26918

4 67 46600

4 68 13300

4 69 8486

4 70 19495

4 71 6692

4 72 1323

4 73 1973

4 74 5675

4 75 5184

4 76 55456

4 77 6526

4 78 1689

4 79 45974

4 80 7665

4 81 13318

4 82 18292

4 83 15430

4 84 5878

4 85 45408

4 86 9404

4 87 8903

4 88 6004

4 89 17230

4 90 9724

4 91 13940

4 92 30963

4 93 4173

4 94 16297

4 95 7362

4 96 94467

4 97 46317

4 98 9026

4 99 4166

5 0 25140

5 1 14279

5 2 38084

5 3 31080

5 4 30880

5 5 416

5 6 76361

5 7 100265

5 8 29946

5 9 3003

5 10 4969

5 11 7192

5 12 7829

5 13 15422

5 14 1322

5 15 13954

5 16 2903

5 17 37184

5 18 11209

5 19 12928

5 20 3693

5 21 36631

5 22 28811

5 23 9509

5 24 95262

5 25 1536

5 26 22828

5 27 11216

5 28 16353

5 29 5695

5 30 92

5 31 64938

5 32 4095

5 33 25090

5 34 13824

5 35 30647

5 36 2312

5 37 1766

5 38 63611

5 39 1283

5 40 3154

5 41 6898

5 42 14089

5 43 29571

5 44 34624

5 45 83757

5 46 2831

5 47 16173

5 48 12598

5 49 39212

5 50 26300

5 51 18727

5 52 90248

5 53 19580

5 54 56689

5 55 42835

5 56 3578

5 57 21379

5 58 21897

5 59 3548

5 60 48390

5 61 17406

5 62 16188

5 63 6264

5 64 4093

5 65 53641

5 66 34368

5 67 15848

5 68 7014

5 69 15548

5 70 10002

5 71 2994

5 72 12497

5 73 11448

5 74 28990

5 75 24551

5 76 25312

5 77 27637

5 78 2028

5 79 34620

5 80 8816

5 81 73395

5 82 47926

5 83 6252

5 84 38642

5 85 7114

5 86 17249

5 87 29916

5 88 5187

5 89 37309

5 90 3420

5 91 21345

5 92 375

5 93 24796

5 94 43895

5 95 49748

5 96 41918

5 97 13839

5 98 2346

5 99 76107

6 0 93830

6 1 4187

6 2 141795

6 3 23440

6 4 17746

6 5 8750

6 6 34728

6 7 37623

6 8 3000

6 9 91028

6 10 9339

6 11 12353

6 12 25844

6 13 154982

6 14 28841

6 15 194492

6 16 66225

6 17 50058

6 18 77833

6 19 12683

6 20 39374

6 21 18501

6 22 40932

6 23 36975

6 24 16231

6 25 30170

6 26 39

6 27 10631

6 28 56374

6 29 91235

6 30 133745

6 31 68734

6 32 37454

6 33 49266

6 34 9359

6 35 47736

6 36 4867

6 37 24140

6 38 2266

6 39 60104

6 40 3198

6 41 197034

6 42 14218

6 43 20374

6 44 14578

6 45 15218

6 46 8828

6 47 141499

6 48 59545

6 49 15179

6 50 61535

6 51 27880

6 52 84854

6 53 56243

6 54 8550

6 55 45070

6 56 3809

6 57 43018

6 58 36279

6 59 31916

6 60 63200

6 61 8626

6 62 11337

6 63 100634

6 64 50198

6 65 17012

6 66 36866

6 67 4010

6 68 5628

6 69 12477

6 70 14013

6 71 9619

6 72 16164

6 73 136323

6 74 60718

6 75 227671

6 76 52838

6 77 96037

6 78 35053

6 79 13389

6 80 5177

6 81 49990

6 82 8992

6 83 559

6 84 1515

6 85 36842

6 86 7546

6 87 9686

6 88 49556

6 89 17023

6 90 20263

6 91 127889

6 92 28324

6 93 44575

6 94 122673

6 95 11247

6 96 62091

6 97 43880

6 98 14628

6 99 8020

7 0 38938

7 1 30189

7 2 26966

7 3 100770

7 4 17866

7 5 38950

7 6 2757

7 7 33247

7 8 293167

7 9 203857

7 10 41422

7 11 2000

7 12 30567

7 13 74864

7 14 11264

7 15 7403

7 16 77645

7 17 39950

7 18 61985

7 19 1231

7 20 122862

7 21 65598

7 22 106548

7 23 11922

7 24 50913

7 25 8545

7 26 42820

7 27 54229

7 28 53133

7 29 32674

7 30 86987

7 31 66023

7 32 52941

7 33 164113

7 34 188919

7 35 56954

7 36 56037

7 37 47288

7 38 222349

7 39 2322

7 40 20391

7 41 12461

7 42 26407

7 43 13142

7 44 126870

7 45 37518

7 46 147116

7 47 105457

7 48 90802

7 49 7465

7 50 5705

7 51 29391

7 52 236399

7 53 67822

7 54 34682

7 55 7080

7 56 13499

7 57 26334

7 58 1089

7 59 4884

7 60 83735

7 61 51543

7 62 63438

7 63 48414

7 64 101416

7 65 112451

7 66 71775

7 67 22452

7 68 24308

7 69 16172

7 70 55333

7 71 90046

7 72 69925

7 73 29575

7 74 79483

7 75 16198

7 76 19642

7 77 51467

7 78 3533

7 79 82784

7 80 23575

7 81 70030

7 82 146029

7 83 19245

7 84 171710

7 85 95847

7 86 35934

7 87 83971

7 88 1067

7 89 89314

7 90 6277

7 91 32173

7 92 19989

7 93 807

7 94 6062

7 95 122335

7 96 14131

7 97 141454

7 98 80097

7 99 130458

